ReservationDetailID,ReservationID,RoomTypeID,Record_Rate,OrderQty
100001867,100001867,4,494,1
100001868,100001868,2,548,1
100001869,100001869,5,396,4
100001870,100001870,2,152,4
100001871,100001871,5,312,2
100001872,100001872,5,177,1
100001873,100001873,2,304,4
100001874,100001874,2,519,1
100001875,100001875,4,117,2
100001876,100001876,4,308,2
100001877,100001877,5,131,2
100001878,100001878,1,233,3
100001879,100001879,5,208,1
100001880,100001880,4,350,3
100001881,100001881,2,293,4
100001882,100001882,4,315,2
100001883,100001883,4,250,4
100001884,100001884,2,528,4
100001885,100001885,4,358,4
100001886,100001886,2,377,2
100001887,100001887,5,431,3
100001888,100001888,3,390,1
100001889,100001889,1,242,1
100001890,100001890,4,195,2
100001891,100001891,1,305,2
100001892,100001892,4,233,4
100001893,100001893,3,268,3
100001894,100001894,4,344,2
100001895,100001895,4,342,3
100001896,100001896,3,524,1
100001897,100001897,4,533,2
100001898,100001898,5,414,4
100001899,100001899,1,331,1
100001900,100001900,1,451,1
100001901,100001901,4,173,3
100001902,100001902,5,214,3
100001903,100001903,4,181,3
100001904,100001904,2,390,2
100001905,100001905,1,363,2
100001906,100001906,2,217,3
100001907,100001907,3,467,1
100001908,100001908,3,357,3
100001909,100001909,4,397,3
100001910,100001910,3,490,4
100001911,100001911,1,192,1
100001912,100001912,5,145,4
100001913,100001913,3,401,3
100001914,100001914,5,230,3
100001915,100001915,5,416,1
100001916,100001916,3,378,2
100001917,100001917,2,385,4
100001918,100001918,4,135,3
100001919,100001919,4,546,1
100001920,100001920,5,366,2
100001921,100001921,3,200,3
100001922,100001922,4,359,4
100001923,100001923,2,382,1
100001924,100001924,3,411,3
100001925,100001925,3,470,1
100001926,100001926,4,238,4
100001927,100001927,1,191,2
100001928,100001928,5,142,1
100001929,100001929,4,150,3
100001930,100001930,4,337,2
100001931,100001931,1,263,4
100001932,100001932,3,489,1
100001933,100001933,4,404,4
100001934,100001934,5,156,1
100001935,100001935,3,183,1
100001936,100001936,3,169,3
100001937,100001937,3,135,2
100001938,100001938,1,171,1
100001939,100001939,3,116,2
100001940,100001940,1,236,1
100001941,100001941,3,510,4
100001942,100001942,1,526,4
100001943,100001943,3,336,1
100001944,100001944,2,335,4
100001945,100001945,3,358,4
100001946,100001946,5,443,1
100001947,100001947,1,233,2
100001948,100001948,2,456,1
100001949,100001949,5,206,2
100001950,100001950,2,140,4
100001951,100001951,5,158,4
100001952,100001952,4,410,1
100001953,100001953,5,430,3
100001954,100001954,3,548,2
100001955,100001955,5,501,3
100001956,100001956,1,330,4
100001957,100001957,3,240,1
100001958,100001958,4,176,3
100001959,100001959,1,513,4
100001960,100001960,2,436,2
100001961,100001961,5,140,3
100001962,100001962,3,293,1
100001963,100001963,4,486,3
100001964,100001964,1,535,1
100001965,100001965,5,278,4
100001966,100001966,5,448,3
100001967,100001967,4,164,2
100001968,100001968,1,422,4
100001969,100001969,2,414,1
100001970,100001970,4,282,4
100001971,100001971,4,477,1
100001972,100001972,4,295,2
100001973,100001973,2,129,3
100001974,100001974,3,539,1
100001975,100001975,3,299,1
100001976,100001976,5,369,1
100001977,100001977,2,230,4
100001978,100001978,4,511,1
100001979,100001979,5,141,4
100001980,100001980,1,452,4
100001981,100001981,3,145,1
100001982,100001982,5,209,4
100001983,100001983,2,241,4
100001984,100001984,2,466,2
100001985,100001985,2,201,1
100001986,100001986,4,345,2
100001987,100001987,5,481,1
100001988,100001988,2,441,1
100001989,100001989,1,373,2
100001990,100001990,5,494,1
100001991,100001991,1,389,2
100001992,100001992,2,317,4
100001993,100001993,2,250,3
100001994,100001994,2,138,3
100001995,100001995,5,184,3
100001996,100001996,2,447,3
100001997,100001997,3,140,2
100001998,100001998,1,288,4
100001999,100001999,2,517,2
100002000,100002000,4,469,4
100002001,100002001,2,136,1
100002002,100002002,1,317,2
100002003,100002003,3,528,3
100002004,100002004,1,120,4
100002005,100002005,3,416,4
100002006,100002006,5,177,1
100002007,100002007,3,458,3
100002008,100002008,2,269,3
100002009,100002009,4,463,4
100002010,100002010,4,172,4
100002011,100002011,1,235,3
100002012,100002012,3,489,3
100002013,100002013,1,228,3
100002014,100002014,1,438,2
100002015,100002015,3,137,2
100002016,100002016,3,368,2
100002017,100002017,4,326,2
100002018,100002018,3,512,1
100002019,100002019,5,388,3
100002020,100002020,3,275,4
100002021,100002021,1,370,2
100002022,100002022,1,142,4
100002023,100002023,5,431,2
100002024,100002024,4,235,4
100002025,100002025,4,219,2
100002026,100002026,2,479,2
100002027,100002027,5,527,1
100002028,100002028,2,267,1
100002029,100002029,4,540,2
100002030,100002030,2,478,2
100002031,100002031,5,198,3
100002032,100002032,2,498,3
100002033,100002033,4,482,3
100002034,100002034,3,192,4
100002035,100002035,5,232,2
100002036,100002036,5,510,4
100002037,100002037,3,459,2
100002038,100002038,3,500,3
100002039,100002039,5,523,2
100002040,100002040,4,463,2
100002041,100002041,4,486,1
100002042,100002042,3,120,2
100002043,100002043,1,545,1
100002044,100002044,1,453,1
100002045,100002045,3,504,4
100002046,100002046,2,312,4
100002047,100002047,2,279,2
100002048,100002048,5,412,1
100002049,100002049,3,153,4
100002050,100002050,2,269,2
100002051,100002051,4,344,1
100002052,100002052,4,223,2
100002053,100002053,3,547,1
100002054,100002054,1,435,1
100002055,100002055,5,135,4
100002056,100002056,5,364,1
100002057,100002057,2,177,1
100002058,100002058,5,339,2
100002059,100002059,4,344,2
100002060,100002060,5,203,3
100002061,100002061,1,319,3
100002062,100002062,5,146,2
100002063,100002063,4,264,1
100002064,100002064,5,273,2
100002065,100002065,1,267,1
100002066,100002066,3,390,3
100002067,100002067,4,356,1
100002068,100002068,1,397,3
100002069,100002069,2,350,3
100002070,100002070,2,130,3
100002071,100002071,1,140,3
100002072,100002072,1,129,2
100002073,100002073,3,193,4
100002074,100002074,2,392,1
100002075,100002075,1,504,3
100002076,100002076,4,383,3
100002077,100002077,3,217,2
100002078,100002078,1,443,4
100002079,100002079,2,427,3
100002080,100002080,5,317,3
100002081,100002081,5,508,3
100002082,100002082,1,331,3
100002083,100002083,4,420,2
100002084,100002084,1,126,1
100002085,100002085,2,228,2
100002086,100002086,2,174,2
100002087,100002087,1,221,2
100002088,100002088,3,196,2
100002089,100002089,4,296,4
100002090,100002090,5,117,4
100002091,100002091,1,487,2
100002092,100002092,1,499,4
100002093,100002093,3,312,4
100002094,100002094,4,252,2
100002095,100002095,5,344,4
100002096,100002096,5,144,1
100002097,100002097,3,364,2
100002098,100002098,2,268,4
100002099,100002099,5,434,1
100002100,100002100,1,150,3
100002101,100002101,4,472,1
100002102,100002102,5,137,1
100002103,100002103,5,426,2
100002104,100002104,3,304,1
100002105,100002105,1,519,2
100002106,100002106,5,517,4
100002107,100002107,4,447,4
100002108,100002108,5,278,1
100002109,100002109,2,363,3
100002110,100002110,5,251,4
100002111,100002111,5,277,3
100002112,100002112,5,369,3
100002113,100002113,1,333,3
100002114,100002114,3,417,2
100002115,100002115,2,390,4
100002116,100002116,5,434,4
100002117,100002117,3,374,2
100002118,100002118,5,235,3
100002119,100002119,1,395,4
100002120,100002120,2,317,2
100002121,100002121,3,353,4
100002122,100002122,1,156,1
100002123,100002123,5,501,4
100002124,100002124,4,291,4
100002125,100002125,1,400,1
100002126,100002126,3,443,4
100002127,100002127,3,545,4
100002128,100002128,5,223,4
100002129,100002129,4,360,3
100002130,100002130,5,146,4
100002131,100002131,1,128,3
100002132,100002132,1,204,3
100002133,100002133,1,137,2
100002134,100002134,3,538,2
100002135,100002135,4,177,2
100002136,100002136,3,298,4
100002137,100002137,3,304,4
100002138,100002138,2,306,4
100002139,100002139,2,337,2
100002140,100002140,2,368,3
100002141,100002141,4,182,3
100002142,100002142,1,416,4
100002143,100002143,1,335,3
100002144,100002144,1,433,2
100002145,100002145,5,242,4
100002146,100002146,1,176,4
100002147,100002147,3,318,2
100002148,100002148,3,392,1
100002149,100002149,5,283,4
100002150,100002150,4,375,1
100002151,100002151,5,357,4
100002152,100002152,1,220,4
100002153,100002153,1,299,4
100002154,100002154,5,437,2
100002155,100002155,3,502,4
100002156,100002156,3,418,1
100002157,100002157,1,275,2
100002158,100002158,3,322,2
100002159,100002159,3,262,1
100002160,100002160,4,436,2
100002161,100002161,1,117,1
100002162,100002162,2,200,1
100002163,100002163,2,421,1
100002164,100002164,3,163,2
100002165,100002165,2,114,1
100002166,100002166,2,154,2
100002167,100002167,3,535,1
100002168,100002168,1,377,3
100002169,100002169,1,495,1
100002170,100002170,5,385,1
100002171,100002171,2,376,2
100002172,100002172,4,423,4
100002173,100002173,4,110,3
100002174,100002174,3,157,3
100002175,100002175,3,258,1
100002176,100002176,2,456,3
100002177,100002177,4,182,4
100002178,100002178,3,368,4
100002179,100002179,1,457,1
100002180,100002180,3,347,1
100002181,100002181,1,475,3
100002182,100002182,3,186,4
100002183,100002183,5,453,2
100002184,100002184,3,266,1
100002185,100002185,3,508,2
100002186,100002186,4,361,3
100002187,100002187,4,180,2
100002188,100002188,4,176,1
100002189,100002189,5,478,1
100002190,100002190,5,458,4
100002191,100002191,5,131,3
100002192,100002192,1,188,4
100002193,100002193,3,250,2
100002194,100002194,5,191,4
100002195,100002195,3,239,4
100002196,100002196,3,371,3
100002197,100002197,5,457,1
100002198,100002198,5,376,4
100002199,100002199,3,154,2
100002200,100002200,2,537,2
100002201,100002201,3,337,3
100002202,100002202,5,120,1
100002203,100002203,5,177,2
100002204,100002204,4,191,4
100002205,100002205,1,335,2
100002206,100002206,5,201,2
100002207,100002207,3,237,2
100002208,100002208,2,104,1
100002209,100002209,5,518,2
100002210,100002210,5,334,1
100002211,100002211,4,258,3
100002212,100002212,3,457,3
100002213,100002213,1,198,1
100002214,100002214,3,227,4
100002215,100002215,3,202,4
100002216,100002216,3,537,3
100002217,100002217,1,116,4
100002218,100002218,4,112,2
100002219,100002219,3,463,2
100002220,100002220,3,178,2
100002221,100002221,5,380,3
100002222,100002222,4,364,4
100002223,100002223,3,185,3
100002224,100002224,5,121,1
100002225,100002225,5,146,2
100002226,100002226,2,505,4
100002227,100002227,5,160,1
100002228,100002228,1,441,1
100002229,100002229,3,496,2
100002230,100002230,4,377,1
100002231,100002231,4,107,1
100002232,100002232,4,104,1
100002233,100002233,1,262,3
100002234,100002234,5,373,2
100002235,100002235,3,405,4
100002236,100002236,3,383,3
100002237,100002237,4,514,3
100002238,100002238,1,135,2
100002239,100002239,3,283,3
100002240,100002240,2,123,1
100002241,100002241,3,289,1
100002242,100002242,2,312,4
100002243,100002243,5,260,2
100002244,100002244,5,239,3
100002245,100002245,4,399,2
100002246,100002246,4,473,2
100002247,100002247,5,358,2
100002248,100002248,2,299,1
100002249,100002249,2,514,1
100002250,100002250,1,449,2
100002251,100002251,3,230,1
100002252,100002252,2,145,3
100002253,100002253,3,211,4
100002254,100002254,2,328,4
100002255,100002255,2,124,1
100002256,100002256,2,120,1
100002257,100002257,3,192,1
100002258,100002258,4,362,4
100002259,100002259,2,318,3
100002260,100002260,3,182,3
100002261,100002261,3,225,1
100002262,100002262,3,510,3
100002263,100002263,4,379,1
100002264,100002264,4,180,4
100002265,100002265,5,413,4
100002266,100002266,1,378,1
100002267,100002267,5,458,4
100002268,100002268,2,550,1
100002269,100002269,3,184,1
100002270,100002270,4,252,1
100002271,100002271,1,168,1
100002272,100002272,4,376,4
100002273,100002273,1,139,2
100002274,100002274,5,389,1
100002275,100002275,3,369,1
100002276,100002276,5,244,1
100002277,100002277,2,274,3
100002278,100002278,2,535,3
100002279,100002279,5,510,4
100002280,100002280,2,288,2
100002281,100002281,5,252,1
100002282,100002282,5,409,1
100002283,100002283,2,488,4
100002284,100002284,4,322,1
100002285,100002285,5,493,2
100002286,100002286,4,383,2
100002287,100002287,2,523,1
100002288,100002288,2,173,1
100002289,100002289,4,297,3
100002290,100002290,2,218,4
100002291,100002291,5,487,1
100002292,100002292,2,109,2
100002293,100002293,3,110,4
100002294,100002294,5,377,4
100002295,100002295,3,182,1
100002296,100002296,5,233,3
100002297,100002297,3,202,1
100002298,100002298,4,508,1
100002299,100002299,3,192,2
100002300,100002300,5,335,2
100002301,100002301,3,311,1
100002302,100002302,4,273,4
100002303,100002303,5,373,4
100002304,100002304,1,174,3
100002305,100002305,2,123,4
100002306,100002306,4,469,3
100002307,100002307,3,102,3
100002308,100002308,2,384,3
100002309,100002309,3,532,1
100002310,100002310,3,447,2
100002311,100002311,3,482,1
100002312,100002312,4,113,4
100002313,100002313,3,118,2
100002314,100002314,2,263,2
100002315,100002315,4,124,2
100002316,100002316,5,150,3
100002317,100002317,4,538,4
100002318,100002318,1,512,1
100002319,100002319,2,500,1
100002320,100002320,1,157,2
100002321,100002321,5,224,3
100002322,100002322,1,360,1
100002323,100002323,4,307,3
100002324,100002324,2,154,2
100002325,100002325,3,211,3
100002326,100002326,2,249,1
100002327,100002327,1,532,3
100002328,100002328,5,466,3
100002329,100002329,4,215,4
100002330,100002330,5,534,2
100002331,100002331,2,269,1
100002332,100002332,3,382,4
100002333,100002333,2,181,3
100002334,100002334,1,550,2
100002335,100002335,3,419,2
100002336,100002336,2,322,4
100002337,100002337,4,330,3
100002338,100002338,1,405,1
100002339,100002339,3,147,4
100002340,100002340,3,235,1
100002341,100002341,1,167,3
100002342,100002342,3,442,1
100002343,100002343,3,337,4
100002344,100002344,2,506,3
100002345,100002345,5,212,1
100002346,100002346,2,385,1
100002347,100002347,5,298,4
100002348,100002348,2,152,4
100002349,100002349,3,129,1
100002350,100002350,2,328,4
100002351,100002351,2,481,1
100002352,100002352,4,174,3
100002353,100002353,1,489,3
100002354,100002354,3,186,2
100002355,100002355,1,138,3
100002356,100002356,5,250,2
100002357,100002357,2,356,3
100002358,100002358,2,506,1
100002359,100002359,4,232,1
100002360,100002360,1,169,4
100002361,100002361,1,225,2
100002362,100002362,3,247,3
100002363,100002363,5,504,3
100002364,100002364,2,290,2
100002365,100002365,3,524,2
100002366,100002366,5,153,1
100002367,100002367,5,526,4
100002368,100002368,4,287,4
100002369,100002369,4,334,4
100002370,100002370,2,426,1
100002371,100002371,3,475,4
100002372,100002372,4,116,4
100002373,100002373,1,108,1
100002374,100002374,3,257,4
100002375,100002375,2,450,4
100002376,100002376,2,520,3
100002377,100002377,1,115,2
100002378,100002378,4,471,4
100002379,100002379,4,211,4
100002380,100002380,5,449,4
100002381,100002381,1,328,2
100002382,100002382,4,534,2
100002383,100002383,5,406,3
100002384,100002384,2,232,4
100002385,100002385,2,261,3
100002386,100002386,1,273,3
100002387,100002387,1,124,4
100002388,100002388,2,129,3
100002389,100002389,5,351,2
100002390,100002390,3,286,4
100002391,100002391,4,135,3
100002392,100002392,4,313,1
100002393,100002393,3,327,3
100002394,100002394,3,156,1
100002395,100002395,3,495,3
100002396,100002396,5,517,1
100002397,100002397,4,360,4
100002398,100002398,5,258,4
100002399,100002399,5,366,2
100002400,100002400,5,272,4
100002401,100002401,1,328,3
100002402,100002402,5,249,4
100002403,100002403,4,202,4
100002404,100002404,1,471,2
100002405,100002405,2,122,4
100002406,100002406,5,539,3
100002407,100002407,1,431,1
100002408,100002408,3,443,3
100002409,100002409,5,270,1
100002410,100002410,1,231,2
100002411,100002411,2,263,4
100002412,100002412,4,514,1
100002413,100002413,5,401,1
100002414,100002414,2,182,4
100002415,100002415,5,327,1
100002416,100002416,2,456,4
100002417,100002417,2,414,3
100002418,100002418,3,407,4
100002419,100002419,5,461,1
100002420,100002420,2,118,3
100002421,100002421,3,181,3
100002422,100002422,5,181,4
100002423,100002423,4,153,1
100002424,100002424,2,540,2
100002425,100002425,2,263,1
100002426,100002426,3,302,3
100002427,100002427,1,461,3
100002428,100002428,1,533,3
100002429,100002429,1,265,4
100002430,100002430,4,132,1
100002431,100002431,3,208,2
100002432,100002432,3,537,2
100002433,100002433,1,372,4
100002434,100002434,5,246,1
100002435,100002435,2,425,2
100002436,100002436,4,263,2
100002437,100002437,2,492,4
100002438,100002438,4,119,3
100002439,100002439,5,114,1
100002440,100002440,5,241,1
100002441,100002441,1,103,2
100002442,100002442,1,310,1
100002443,100002443,4,166,4
100002444,100002444,3,123,2
100002445,100002445,2,222,4
100002446,100002446,3,485,1
100002447,100002447,1,330,3
100002448,100002448,3,437,1
100002449,100002449,3,374,2
100002450,100002450,3,391,2
100002451,100002451,5,295,2
100002452,100002452,5,515,1
100002453,100002453,1,507,3
100002454,100002454,2,301,4
100002455,100002455,1,283,2
100002456,100002456,2,501,1
100002457,100002457,3,377,4
100002458,100002458,4,145,1
100002459,100002459,1,472,1
100002460,100002460,3,489,4
100002461,100002461,5,447,1
100002462,100002462,2,226,4
100002463,100002463,4,131,2
100002464,100002464,4,290,3
100002465,100002465,5,450,1
100002466,100002466,4,537,1
100002467,100002467,2,484,2
100002468,100002468,3,111,2
100002469,100002469,2,481,1
100002470,100002470,2,117,1
100002471,100002471,1,129,1
100002472,100002472,3,405,2
100002473,100002473,1,244,3
100002474,100002474,3,319,3
100002475,100002475,5,107,4
100002476,100002476,3,134,4
100002477,100002477,1,212,4
100002478,100002478,4,543,2
100002479,100002479,1,314,3
100002480,100002480,5,224,2
100002481,100002481,4,214,1
100002482,100002482,3,322,2
100002483,100002483,3,308,1
100002484,100002484,3,476,1
100002485,100002485,5,126,4
100002486,100002486,3,448,3
100002487,100002487,1,133,3
100002488,100002488,4,478,2
100002489,100002489,4,524,4
100002490,100002490,4,546,4
100002491,100002491,1,481,2
100002492,100002492,2,501,4
100002493,100002493,1,227,4
100002494,100002494,5,491,1
100002495,100002495,3,326,1
100002496,100002496,2,265,2
100002497,100002497,5,456,4
100002498,100002498,4,436,1
100002499,100002499,2,158,1
100002500,100002500,4,326,4
100002501,100002501,3,134,1
100002502,100002502,1,367,1
100002503,100002503,4,495,4
100002504,100002504,3,389,3
100002505,100002505,2,351,3
100002506,100002506,2,180,2
100002507,100002507,1,391,3
100002508,100002508,5,520,1
100002509,100002509,3,407,1
100002510,100002510,2,210,1
100002511,100002511,3,471,1
100002512,100002512,4,350,2
100002513,100002513,4,534,2
100002514,100002514,5,171,3
100002515,100002515,3,533,2
100002516,100002516,2,244,1
100002517,100002517,1,225,1
100002518,100002518,2,239,2
100002519,100002519,2,417,3
100002520,100002520,4,229,3
100002521,100002521,1,432,4
100002522,100002522,2,464,2
100002523,100002523,5,341,2
100002524,100002524,5,481,3
100002525,100002525,1,363,1
100002526,100002526,4,116,3
100002527,100002527,2,519,2
100002528,100002528,3,496,1
100002529,100002529,1,155,2
100002530,100002530,3,369,2
100002531,100002531,2,505,1
100002532,100002532,5,282,1
100002533,100002533,4,223,3
100002534,100002534,2,550,2
100002535,100002535,5,138,4
100002536,100002536,1,492,2
100002537,100002537,2,311,1
100002538,100002538,4,301,1
100002539,100002539,4,260,2
100002540,100002540,2,395,2
100002541,100002541,2,135,2
100002542,100002542,5,548,2
100002543,100002543,1,382,3
100002544,100002544,1,114,3
100002545,100002545,4,318,1
100002546,100002546,5,531,1
100002547,100002547,2,157,4
100002548,100002548,5,466,2
100002549,100002549,3,383,4
100002550,100002550,2,357,4
100002551,100002551,2,233,4
100002552,100002552,2,253,2
100002553,100002553,2,301,2
100002554,100002554,5,398,2
100002555,100002555,1,115,3
100002556,100002556,5,277,4
100002557,100002557,4,394,4
100002558,100002558,5,112,3
100002559,100002559,1,324,1
100002560,100002560,1,300,1
100002561,100002561,2,278,3
100002562,100002562,3,110,2
100002563,100002563,1,191,1
100002564,100002564,5,380,2
100002565,100002565,3,120,3
100002566,100002566,1,444,2
100002567,100002567,1,112,4
100002568,100002568,4,450,2
100002569,100002569,2,172,4
100002570,100002570,1,363,4
100002571,100002571,2,182,1
100002572,100002572,2,350,4
100002573,100002573,4,177,3
100002574,100002574,2,502,3
100002575,100002575,1,366,1
100002576,100002576,2,445,2
100002577,100002577,2,311,1
100002578,100002578,2,182,1
100002579,100002579,5,547,1
100002580,100002580,5,472,1
100002581,100002581,3,495,2
100002582,100002582,1,114,2
100002583,100002583,2,406,1
100002584,100002584,4,178,4
100002585,100002585,2,233,3
100002586,100002586,2,406,1
100002587,100002587,3,401,4
100002588,100002588,1,471,2
100002589,100002589,5,466,4
100002590,100002590,2,361,2
100002591,100002591,5,292,3
100002592,100002592,5,523,3
100002593,100002593,1,371,4
100002594,100002594,3,278,3
100002595,100002595,4,419,4
100002596,100002596,5,168,2
100002597,100002597,1,527,4
100002598,100002598,2,268,1
100002599,100002599,5,200,4
100002600,100002600,4,206,4
100002601,100002601,1,302,3
100002602,100002602,5,412,1
100002603,100002603,4,428,4
100002604,100002604,2,419,4
100002605,100002605,4,230,2
100002606,100002606,3,389,3
100002607,100002607,5,235,3
100002608,100002608,3,130,3
100002609,100002609,4,373,4
100002610,100002610,3,343,3
100002611,100002611,3,297,1
100002612,100002612,3,133,3
100002613,100002613,2,109,3
100002614,100002614,1,308,4
100002615,100002615,3,461,2
100002616,100002616,1,289,2
100002617,100002617,5,135,3
100002618,100002618,3,539,1
100002619,100002619,5,395,1
100002620,100002620,1,484,1
100002621,100002621,2,447,1
100002622,100002622,2,259,1
100002623,100002623,5,516,1
100002624,100002624,1,116,2
100002625,100002625,4,267,4
100002626,100002626,2,416,1
100002627,100002627,3,387,3
100002628,100002628,2,508,1
100002629,100002629,4,244,3
100002630,100002630,5,313,2
100002631,100002631,1,274,4
100002632,100002632,1,110,3
100002633,100002633,5,525,4
100002634,100002634,2,218,2
100002635,100002635,2,198,2
100002636,100002636,1,417,4
100002637,100002637,2,360,3
100002638,100002638,4,218,2
100002639,100002639,4,209,4
100002640,100002640,2,363,2
100002641,100002641,4,300,3
100002642,100002642,3,133,2
100002643,100002643,2,103,4
100002644,100002644,1,225,3
100002645,100002645,1,102,4
100002646,100002646,4,440,3
100002647,100002647,4,351,3
100002648,100002648,5,399,4
100002649,100002649,5,425,4
100002650,100002650,5,236,2
100002651,100002651,2,455,1
100002652,100002652,5,345,4
100002653,100002653,1,436,4
100002654,100002654,1,152,1
100002655,100002655,4,398,2
100002656,100002656,1,316,1
100002657,100002657,4,214,4
100002658,100002658,3,369,3
100002659,100002659,4,490,2
100002660,100002660,2,408,1
100002661,100002661,5,145,2
100002662,100002662,4,120,3
100002663,100002663,1,107,1
100002664,100002664,5,113,2
100002665,100002665,2,264,2
100002666,100002666,1,154,1
100002667,100002667,5,386,4
100002668,100002668,5,430,1
100002669,100002669,5,547,1
100002670,100002670,2,431,2
100002671,100002671,2,200,3
100002672,100002672,3,400,4
100002673,100002673,5,221,1
100002674,100002674,5,287,4
100002675,100002675,5,406,3
100002676,100002676,5,361,2
100002677,100002677,5,480,2
100002678,100002678,5,428,4
100002679,100002679,3,380,3
100002680,100002680,3,104,2
100002681,100002681,2,331,1
100002682,100002682,5,332,3
100002683,100002683,5,213,1
100002684,100002684,4,523,2
100002685,100002685,2,108,2
100002686,100002686,5,213,1
100002687,100002687,5,321,4
100002688,100002688,4,208,3
100002689,100002689,3,294,2
100002690,100002690,2,223,1
100002691,100002691,1,421,2
100002692,100002692,3,117,2
100002693,100002693,2,178,2
100002694,100002694,1,158,2
100002695,100002695,5,221,2
100002696,100002696,5,246,3
100002697,100002697,1,369,2
100002698,100002698,3,509,1
100002699,100002699,5,251,1
100002700,100002700,1,432,4
100002701,100002701,2,181,3
100002702,100002702,4,325,2
100002703,100002703,3,541,4
100002704,100002704,5,337,4
100002705,100002705,5,536,3
100002706,100002706,4,334,4
100002707,100002707,5,508,1
100002708,100002708,5,167,4
100002709,100002709,3,326,4
100002710,100002710,1,463,1
100002711,100002711,1,536,1
100002712,100002712,4,526,1
100002713,100002713,4,407,4
100002714,100002714,3,112,1
100002715,100002715,3,174,4
100002716,100002716,2,433,1
100002717,100002717,2,297,1
100002718,100002718,2,304,2
100002719,100002719,5,269,4
100002720,100002720,5,372,4
100002721,100002721,5,477,4
100002722,100002722,3,417,3
100002723,100002723,1,459,1
100002724,100002724,4,165,4
100002725,100002725,5,297,1
100002726,100002726,5,131,2
100002727,100002727,2,104,1
100002728,100002728,1,370,2
100002729,100002729,5,212,1
100002730,100002730,1,127,3
100002731,100002731,3,121,2
100002732,100002732,3,214,2
100002733,100002733,3,545,1
100002734,100002734,1,126,3
100002735,100002735,2,196,2
100002736,100002736,2,118,2
100002737,100002737,3,476,2
100002738,100002738,5,498,1
100002739,100002739,2,317,2
100002740,100002740,3,538,4
100002741,100002741,4,517,1
100002742,100002742,1,361,2
100002743,100002743,1,126,4
100002744,100002744,5,425,4
100002745,100002745,2,102,1
100002746,100002746,1,369,4
100002747,100002747,2,276,1
100002748,100002748,1,346,1
100002749,100002749,3,140,2
100002750,100002750,5,119,4
100002751,100002751,5,187,1
100002752,100002752,2,202,3
100002753,100002753,2,275,2
100002754,100002754,1,270,4
100002755,100002755,1,373,3
100002756,100002756,2,329,2
100002757,100002757,3,349,3
100002758,100002758,4,344,3
100002759,100002759,3,361,1
100002760,100002760,4,161,3
100002761,100002761,3,278,4
100002762,100002762,1,524,4
100002763,100002763,1,292,2
100002764,100002764,4,167,1
100002765,100002765,2,111,2
100002766,100002766,1,458,2
100002767,100002767,1,436,1
100002768,100002768,4,315,2
100002769,100002769,5,450,3
100002770,100002770,2,172,3
100002771,100002771,4,161,4
100002772,100002772,4,433,2
100002773,100002773,4,425,3
100002774,100002774,5,229,2
100002775,100002775,4,226,4
100002776,100002776,2,449,3
100002777,100002777,3,131,4
100002778,100002778,3,518,3
100002779,100002779,5,202,4
100002780,100002780,3,154,4
100002781,100002781,2,318,4
100002782,100002782,4,334,4
100002783,100002783,3,302,4
100002784,100002784,5,375,4
100002785,100002785,3,334,1
100002786,100002786,3,488,2
100002787,100002787,2,379,3
100002788,100002788,5,144,1
100002789,100002789,1,507,3
100002790,100002790,4,252,3
100002791,100002791,5,182,3
100002792,100002792,5,236,2
100002793,100002793,5,136,2
100002794,100002794,5,533,4
100002795,100002795,1,527,1
100002796,100002796,2,381,3
100002797,100002797,4,485,3
100002798,100002798,2,161,1
100002799,100002799,1,466,3
100002800,100002800,3,151,2
100002801,100002801,5,301,2
100002802,100002802,3,190,1
100002803,100002803,3,469,4
100002804,100002804,3,419,4
100002805,100002805,4,530,1
100002806,100002806,2,183,4
100002807,100002807,3,308,2
100002808,100002808,3,315,2
100002809,100002809,3,429,3
100002810,100002810,1,330,1
100002811,100002811,2,159,1
100002812,100002812,2,397,4
100002813,100002813,1,368,1
100002814,100002814,2,178,3
100002815,100002815,4,502,3
100002816,100002816,2,365,2
100002817,100002817,3,107,1
100002818,100002818,5,417,3
100002819,100002819,2,257,4
100002820,100002820,1,430,3
100002821,100002821,2,420,4
100002822,100002822,2,249,1
100002823,100002823,4,224,4
100002824,100002824,3,479,2
100002825,100002825,1,482,2
100002826,100002826,1,473,2
100002827,100002827,5,489,4
100002828,100002828,1,266,3
100002829,100002829,3,171,1
100002830,100002830,3,311,1
100002831,100002831,4,232,2
100002832,100002832,3,324,4
100002833,100002833,5,150,4
100002834,100002834,5,355,3
100002835,100002835,4,399,4
100002836,100002836,5,193,1
100002837,100002837,4,452,1
100002838,100002838,1,279,4
100002839,100002839,5,421,4
100002840,100002840,2,313,2
100002841,100002841,5,435,2
100002842,100002842,2,330,3
100002843,100002843,5,502,3
100002844,100002844,1,400,4
100002845,100002845,1,103,4
100002846,100002846,2,269,4
100002847,100002847,5,172,4
100002848,100002848,4,207,2
100002849,100002849,1,479,1
100002850,100002850,1,312,3
100002851,100002851,1,109,2
100002852,100002852,2,251,1
100002853,100002853,4,152,2
100002854,100002854,2,229,1
100002855,100002855,1,460,4
100002856,100002856,5,532,4
100002857,100002857,5,289,1
100002858,100002858,4,256,3
100002859,100002859,2,308,4
100002860,100002860,1,229,4
100002861,100002861,5,390,1
100002862,100002862,4,390,1
100002863,100002863,4,470,1
