ReservationID,PaymentTypeID,PaymentDate,PaymentAmount
100002144,2,9/26/2023,866
100002145,5,10/9/2023,968
100002146,4,5/11/2023,704
100002147,5,12/14/2023,636
100002148,5,11/18/2023,392
100002149,5,10/1/2023,1132
100002150,5,2/20/2023,375
100002151,4,3/25/2023,1428
100002152,4,2/22/2023,880
100002153,5,10/18/2023,1196
100002154,5,8/18/2023,874
100002155,4,11/29/2023,2008
100002156,2,11/28/2023,418
100002157,4,11/2/2023,550
100002158,2,10/14/2023,644
100002159,5,4/4/2023,262
100002160,2,1/17/2023,872
100002161,1,8/24/2023,117
100002162,5,7/23/2023,200
100002163,4,6/4/2023,421
100002164,3,8/27/2023,326
100002165,3,5/10/2023,114
100002166,5,10/31/2023,308
100002167,1,3/29/2023,535
100002168,5,8/19/2023,1131
100002169,3,11/17/2023,495
100002170,4,5/15/2023,385
100002171,5,12/1/2023,752
100002172,3,6/5/2023,1692
100002173,2,4/10/2023,330
100002174,4,4/13/2023,471
100002175,3,4/13/2023,258
100002176,1,7/13/2023,1368
100002177,1,12/25/2023,728
100002178,1,7/7/2023,1472
100002179,1,12/6/2023,457
100002180,4,5/18/2023,347
100002181,5,7/10/2023,1425
100002182,4,3/13/2023,744
100002183,1,6/25/2023,906
100002184,1,6/3/2023,266
100002185,2,11/5/2023,1016
100002186,1,1/3/2023,1083
100002187,3,7/19/2023,360
100002188,5,4/24/2023,176
100002189,5,12/11/2023,478
100002190,5,6/19/2023,1832
100002191,3,9/24/2023,393
100002192,3,2/19/2023,752
100002193,5,1/26/2023,500
100002194,3,7/26/2023,764
100002195,5,4/7/2023,956
100002196,5,12/14/2023,1113
100002197,3,5/14/2023,457
100002198,5,11/3/2023,1504
100002199,4,6/14/2023,308
100002200,1,1/25/2023,1074
100002201,1,9/2/2023,1011
100002202,4,2/19/2023,120
100002203,5,2/6/2023,354
100002204,1,3/8/2023,764
100002205,5,9/15/2023,670
100002206,4,6/16/2023,402
100002207,4,6/24/2023,474
100002208,4,10/4/2023,104
100002209,1,12/12/2023,1036
100002210,1,10/1/2023,334
100002211,3,9/10/2023,774
100002212,1,2/9/2023,1371
100002213,5,12/14/2023,198
100002214,1,12/13/2023,908
100002215,5,8/25/2023,808
100002216,1,4/21/2023,1611
100002217,2,8/24/2023,464
100002218,3,10/7/2023,224
100002219,5,2/12/2023,926
100002220,3,2/17/2023,356
100002221,1,2/1/2023,1140
100002222,3,12/8/2023,1456
100002223,4,11/2/2023,555
100002224,2,2/26/2023,121
100002225,1,4/11/2023,292
100002226,4,3/22/2023,2020
100002227,2,8/27/2023,160
100002228,4,3/5/2023,441
100002229,4,5/7/2023,992
100002230,5,2/24/2023,377
100002231,2,10/19/2023,107
100002232,4,1/3/2024,104
100002233,1,9/6/2023,786
100002234,2,12/15/2023,746
100002235,3,9/22/2023,1620
100002236,5,2/1/2023,1149
100002237,1,11/9/2023,1542
100002238,4,10/11/2023,270
100002239,4,12/4/2023,849
100002240,1,12/7/2023,123
100002241,5,6/25/2023,289
100002242,4,2/28/2023,1248
100002243,2,12/25/2023,520
100002244,2,6/1/2023,717
100002245,5,10/16/2023,798
100002246,2,2/16/2023,946
100002247,5,5/9/2023,716
100002248,3,4/3/2023,299
100002249,5,3/21/2023,514
100002250,5,6/9/2023,898
100002251,5,6/2/2023,230
100002252,4,8/20/2023,435
100002253,1,11/16/2023,844
100002254,3,3/30/2023,1312
100002255,2,11/24/2023,124
100002256,1,9/8/2023,120
100002257,1,5/23/2023,192
100002258,1,2/6/2023,1448
100002259,1,3/14/2023,954
100002260,3,9/29/2023,546
100002261,2,5/13/2023,225
100002262,3,12/5/2023,1530
100002263,3,11/4/2023,379
100002264,3,2/19/2023,720
100002265,4,12/6/2023,1652
100002266,3,12/15/2023,378
100002267,1,6/5/2023,1832
100002268,3,9/12/2023,550
100002269,2,6/5/2023,184
100002270,3,6/9/2023,252
100002271,2,1/24/2023,168
100002272,3,4/23/2023,1504
100002273,4,9/14/2023,278
100002274,5,5/27/2023,389
100002275,3,2/23/2023,369
100002276,4,2/17/2023,244
100002277,3,2/12/2023,822
100002278,5,9/25/2023,1605
100002279,3,9/16/2023,2040
100002280,3,7/1/2023,576
100002281,3,1/22/2023,252
100002282,5,2/14/2023,409
100002283,1,12/4/2023,1952
100002284,1,11/14/2023,322
100002285,1,1/30/2023,986
100002286,5,7/13/2023,766
100002287,2,6/25/2023,523
100002288,2,1/23/2023,173
100002289,3,2/25/2023,891
100002290,5,3/1/2023,872
100002291,1,11/16/2023,487
100002292,2,9/17/2023,218
100002293,2,2/12/2023,440
100002294,4,4/26/2023,1508
100002295,4,6/4/2023,182
100002296,4,12/14/2023,699
100002297,3,6/17/2023,202
100002298,2,2/2/2023,508
100002299,1,5/9/2023,384
100002300,4,10/26/2023,670
100002301,3,10/26/2023,311
100002302,2,11/19/2023,1092
100002303,3,5/14/2023,1492
100002304,5,7/17/2023,522
100002305,3,9/5/2023,492
100002306,2,4/1/2023,1407
100002307,4,5/20/2023,306
100002308,1,5/24/2023,1152
100002309,4,1/27/2023,532
100002310,4,12/18/2023,894
100002311,3,3/8/2023,482
100002312,5,9/23/2023,452
100002313,3,9/23/2023,236
100002314,3,4/12/2023,526
100002315,3,10/12/2023,248
100002316,2,6/19/2023,450
100002317,2,4/21/2023,2152
100002318,5,1/8/2023,512
100002319,2,7/17/2023,500
100002320,4,1/31/2023,314
100002321,5,7/7/2023,672
100002322,1,1/3/2023,360
100002323,2,9/21/2023,921
100002324,3,12/13/2023,308
100002325,1,12/6/2023,633
100002326,3,5/22/2023,249
100002327,1,4/9/2023,1596
100002328,3,12/21/2023,1398
100002329,3,1/22/2023,860
100002330,3,7/12/2023,1068
100002331,4,6/19/2023,269
100002332,4,6/29/2023,1528
100002333,2,9/17/2023,543
100002334,1,4/23/2023,1100
100002335,4,3/20/2023,838
100002336,1,12/29/2023,1288
100002337,4,12/5/2023,990
100002338,2,5/22/2023,405
100002339,3,11/20/2023,588
100002340,1,6/21/2023,235
100002341,1,4/16/2023,501
100002342,4,6/3/2023,442
100002343,3,4/26/2023,1348
100002344,5,8/17/2023,1518
100002345,2,7/23/2023,212
100002346,4,12/10/2023,385
100002347,1,12/26/2023,1192
100002348,2,2/15/2023,608
100002349,4,12/2/2023,129
100002350,2,4/5/2023,1312
100002351,5,1/20/2023,481
100002352,1,4/16/2023,522
100002353,2,8/16/2023,1467
100002354,1,11/29/2023,372
100002355,3,2/19/2023,414
100002356,2,2/10/2023,500
100002357,2,1/30/2023,1068
100002358,3,8/28/2023,506
100002359,3,3/26/2023,232
100002360,5,12/22/2023,676
100002361,2,11/27/2023,450
100002362,2,3/18/2023,741
100002363,3,6/14/2023,1512
100002364,1,9/19/2023,580
100002365,4,4/30/2023,1048
100002366,1,2/5/2023,153
100002367,1,4/7/2023,2104
100002368,4,2/27/2023,1148
100002369,5,6/26/2023,1336
100002370,1,6/22/2023,426
100002371,3,1/28/2023,1900
100002372,4,5/27/2023,464
100002373,4,4/9/2023,108
100002374,5,2/11/2023,1028
100002375,5,12/30/2023,1800
100002376,2,9/30/2023,1560
100002377,2,12/10/2023,230
100002378,3,3/4/2023,1884
100002379,5,7/12/2023,844
100002380,1,6/25/2023,1796
100002381,1,7/8/2023,656
100002382,1,9/7/2023,1068
100002383,4,11/18/2023,1218
100002384,4,7/2/2023,928
100002385,1,9/16/2023,783
100002386,4,11/22/2023,819
100002387,3,6/3/2023,496
100002388,1,2/23/2023,387
100002389,3,6/5/2023,702
100002390,5,12/17/2023,1144
100002391,3,5/16/2023,405
100002392,2,6/20/2023,313
100002393,1,5/18/2023,981
100002394,2,4/6/2023,156
100002395,2,8/11/2023,1485
100002396,5,3/5/2023,517
100002397,3,5/15/2023,1440
100002398,1,4/22/2023,1032
100002399,5,2/6/2023,732
100002400,5,6/23/2023,1088
100002401,1,7/29/2023,984
100002402,1,3/31/2023,996
100002403,3,6/7/2023,808
100002404,3,8/18/2023,942
100002405,4,7/25/2023,488
100002406,4,3/17/2023,1617
100002407,4,1/27/2023,431
100002408,2,4/29/2023,1329
100002409,5,4/9/2023,270
100002410,5,5/1/2023,462
100002411,5,7/20/2023,1052
100002412,3,7/17/2023,514
100002413,5,8/7/2023,401
100002414,3,8/6/2023,728
100002415,1,10/2/2023,327
100002416,4,2/8/2023,1824
100002417,3,4/21/2023,1242
100002418,4,4/24/2023,1628
100002419,4,11/22/2023,461
100002420,4,10/13/2023,354
100002421,1,4/12/2023,543
100002422,1,12/15/2023,724
100002423,4,8/5/2023,153
100002424,1,1/28/2023,1080
100002425,1,10/6/2023,263
100002426,1,8/23/2023,906
100002427,4,10/28/2023,1383
100002428,5,9/21/2023,1599
100002429,4,4/10/2023,1060
100002430,2,9/22/2023,132
100002431,1,6/29/2023,416
100002432,4,12/7/2023,1074
100002433,4,5/31/2023,1488
100002434,3,1/30/2023,246
100002435,3,6/9/2023,850
100002436,3,6/20/2023,526
100002437,3,3/31/2023,1968
100002438,4,3/17/2023,357
100002439,4,3/14/2023,114
100002440,3,4/4/2023,241
100002441,2,2/15/2023,206
100002442,5,11/17/2023,310
100002443,5,10/24/2023,664
100002444,2,9/10/2023,246
100002445,3,4/3/2023,888
100002446,1,7/11/2023,485
100002447,1,8/21/2023,990
100002448,2,11/17/2023,437
100002449,5,9/23/2023,748
100002450,5,7/12/2023,782
100002451,1,9/29/2023,590
100002452,5,5/18/2023,515
100002453,4,8/3/2023,1521
100002454,3,12/19/2023,1204
100002455,2,5/3/2023,566
100002456,1,3/31/2023,501
100002457,4,12/3/2023,1508
100002458,2,5/15/2023,145
100002459,4,4/9/2023,472
100002460,3,11/12/2023,1956
100002461,3,9/19/2023,447
100002462,2,3/1/2023,904
100002463,4,2/24/2023,262
100002464,4,12/16/2023,870
100002465,2,5/23/2023,450
100002466,4,11/16/2023,537
100002467,3,2/26/2023,968
100002468,5,3/24/2023,222
100002469,1,4/4/2023,481
100002470,3,11/30/2023,117
100002471,2,2/17/2023,129
100002472,2,3/26/2023,810
100002473,3,10/16/2023,732
100002474,2,12/17/2023,957
100002475,5,9/28/2023,428
100002476,2,5/29/2023,536
100002477,2,10/13/2023,848
100002478,3,1/22/2023,1086
100002479,5,10/9/2023,942
100002480,2,4/10/2023,448
100002481,2,8/27/2023,214
100002482,3,1/8/2023,644
100002483,1,7/29/2023,308
100002484,2,6/3/2023,476
100002485,3,1/24/2023,504
100002486,5,11/22/2023,1344
100002487,4,6/15/2023,399
100002488,1,6/3/2023,956
100002489,5,11/7/2023,2096
100002490,1,3/19/2023,2184
100002491,4,2/25/2023,962
100002492,2,8/28/2023,2004
100002493,2,5/6/2023,908
100002494,4,3/30/2023,491
100002495,2,8/19/2023,326
100002496,5,5/9/2023,530
100002497,2,2/18/2023,1824
100002498,3,6/24/2023,436
100002499,2,8/12/2023,158
100002500,5,8/11/2023,1304
100002501,1,3/22/2023,134
100002502,5,8/28/2023,367
100002503,4,1/2/2024,1980
100002504,5,9/23/2023,1167
100002505,4,8/8/2023,1053
100002506,3,7/30/2023,360
100002507,3,5/2/2023,1173
100002508,3,6/17/2023,520
100002509,2,3/25/2023,407
100002510,3,9/23/2023,210
100002511,2,5/30/2023,471
100002512,3,3/27/2023,700
100002513,4,6/17/2023,1068
100002514,4,10/21/2023,513
100002515,5,3/13/2023,1066
100002516,4,6/4/2023,244
100002517,4,6/24/2023,225
100002518,4,6/23/2023,478
100002519,5,6/17/2023,1251
100002520,5,6/6/2023,687
100002521,1,1/26/2023,1728
100002522,4,8/20/2023,928
100002523,5,4/17/2023,682
100002524,2,7/22/2023,1443
100002525,1,8/10/2023,363
100002526,3,6/25/2023,348
100002527,3,7/3/2023,1038
100002528,4,12/6/2023,496
100002529,5,12/22/2023,310
100002530,1,2/18/2023,738
100002531,1,4/8/2023,505
100002532,4,3/24/2023,282
100002533,5,12/17/2023,669
100002534,3,7/27/2023,1100
100002535,1,2/25/2023,552
100002536,3,8/24/2023,984
100002537,4,4/12/2023,311
100002538,2,9/3/2023,301
100002539,1,8/9/2023,520
100002540,5,5/18/2023,790
100002541,5,11/2/2023,270
100002542,2,3/2/2023,1096
100002543,5,11/10/2023,1146
100002544,2,10/27/2023,342
100002545,3,1/30/2023,318
100002546,2,1/27/2023,531
100002547,1,5/13/2023,628
100002548,5,2/14/2023,932
100002549,1,11/6/2023,1532
100002550,3,3/30/2023,1428
100002551,3,12/20/2023,932
100002552,4,5/7/2023,506
100002553,1,7/7/2023,602
100002554,2,4/14/2023,796
100002555,1,11/21/2023,345
100002556,1,6/23/2023,1108
100002557,3,7/28/2023,1576
100002558,4,5/5/2023,336
100002559,3,8/1/2023,324
100002560,2,4/4/2023,300
100002561,2,6/23/2023,834
100002562,4,8/4/2023,220
100002563,4,11/12/2023,191
100002564,4,6/12/2023,760
100002565,3,1/26/2023,360
100002566,5,1/19/2023,888
100002567,3,5/24/2023,448
100002568,3,9/4/2023,900
100002569,1,2/4/2023,688
100002570,2,1/9/2023,1452
100002571,5,12/26/2023,182
100002572,4,12/24/2023,1400
100002573,1,8/9/2023,531
100002574,1,8/4/2023,1506
100002575,3,10/7/2023,366
100002576,4,8/9/2023,890
100002577,5,10/16/2023,311
100002578,1,10/30/2023,182
100002579,5,8/30/2023,547
100002580,5,11/20/2023,472
100002581,3,10/31/2023,990
100002582,3,4/10/2023,228
100002583,5,1/10/2023,406
100002584,4,3/4/2023,712
100002585,2,10/30/2023,699
100002586,1,12/7/2023,406
100002587,2,8/9/2023,1604
100002588,4,10/26/2023,942
100002589,2,5/9/2023,1864
100002590,5,6/10/2023,722
100002591,2,11/15/2023,876
100002592,3,11/12/2023,1569
100002593,2,11/15/2023,1484
100002594,2,7/16/2023,834
100002595,3,8/12/2023,1676
100002596,3,10/6/2023,336
100002597,5,7/25/2023,2108
100002598,5,1/3/2023,268
100002599,5,3/3/2023,800
100002600,4,12/21/2023,824
100002601,2,6/5/2023,906
100002602,3,7/26/2023,412
100002603,5,5/28/2023,1712
100002604,4,5/13/2023,1676
100002605,3,7/25/2023,460
100002606,4,9/16/2023,1167
100002607,4,5/16/2023,705
100002608,4,8/10/2023,390
100002609,2,9/24/2023,1492
100002610,2,11/13/2023,1029
100002611,5,4/25/2023,297
100002612,2,1/7/2023,399
100002613,1,3/11/2023,327
100002614,4,6/13/2023,1232
100002615,3,7/8/2023,922
100002616,5,6/24/2023,578
100002617,4,3/10/2023,405
100002618,1,11/3/2023,539
100002619,4,8/3/2023,395
100002620,1,7/15/2023,484
100002621,1,11/13/2023,447
100002622,2,7/21/2023,259
100002623,5,11/14/2023,516
100002624,5,6/6/2023,232
100002625,5,1/21/2023,1068
100002626,4,7/31/2023,416
100002627,2,12/25/2023,1161
100002628,2,9/6/2023,508
100002629,1,11/3/2023,732
100002630,5,12/16/2023,626
100002631,3,4/6/2023,1096
100002632,5,8/24/2023,330
100002633,3,12/6/2023,2100
100002634,2,5/23/2023,436
100002635,3,1/20/2023,396
100002636,5,1/8/2023,1668
100002637,3,11/8/2023,1080
100002638,3,11/18/2023,436
100002639,5,7/15/2023,836
100002640,4,7/4/2023,726
100002641,1,12/8/2023,900
100002642,3,6/20/2023,266
100002643,4,6/13/2023,412
100002644,3,10/13/2023,675
100002645,2,4/12/2023,408
100002646,2,8/17/2023,1320
100002647,2,10/9/2023,1053
100002648,5,10/30/2023,1596
100002649,5,3/29/2023,1700
100002650,2,7/22/2023,472
100002651,1,1/4/2023,455
100002652,2,1/20/2023,1380
100002653,1,6/8/2023,1744
100002654,4,10/31/2023,152
100002655,3,5/3/2023,796
100002656,5,5/13/2023,316
100002657,1,4/5/2023,856
100002658,4,11/27/2023,1107
100002659,5,6/10/2023,980
100002660,5,4/20/2023,408
100002661,3,7/25/2023,290
100002662,3,7/31/2023,360
100002663,1,5/14/2023,107
100002664,5,4/3/2023,226
100002665,5,4/13/2023,528
100002666,5,6/15/2023,154
100002667,2,3/15/2023,1544
100002668,4,12/4/2023,430
100002669,2,7/17/2023,547
100002670,1,10/19/2023,862
100002671,4,11/14/2023,600
100002672,4,4/28/2023,1600
100002673,1,3/20/2023,221
100002674,5,3/10/2023,1148
100002675,2,7/24/2023,1218
100002676,1,11/17/2023,722
100002677,4,3/22/2023,960
100002678,5,8/21/2023,1712
100002679,1,2/2/2023,1140
100002680,4,6/6/2023,208
100002681,4,11/23/2023,331
100002682,3,7/25/2023,996
100002683,1,5/11/2023,213
100002684,2,12/29/2023,1046
100002685,3,10/30/2023,216
100002686,1,4/5/2023,213
100002687,2,9/23/2023,1284
100002688,2,9/10/2023,624
100002689,2,3/29/2023,588
100002690,3,4/13/2023,223
100002691,5,7/6/2023,842
100002692,5,4/16/2023,234
100002693,2,6/7/2023,356
100002694,3,8/3/2023,316
100002695,3,8/28/2023,442
100002696,2,8/30/2023,738
100002697,1,12/17/2023,738
100002698,1,7/12/2023,509
100002699,4,10/31/2023,251
100002700,1,9/7/2023,1728
100002701,5,2/25/2023,543
100002702,2,8/28/2023,650
100002703,3,2/7/2023,2164
100002704,1,11/6/2023,1348
100002705,1,4/4/2023,1608
100002706,5,8/2/2023,1336
100002707,5,9/23/2023,508
100002708,1,8/1/2023,668
100002709,3,4/1/2023,1304
100002710,5,5/19/2023,463
100002711,4,2/6/2023,536
100002712,4,2/27/2023,526
100002713,2,9/10/2023,1628
100002714,1,4/21/2023,112
100002715,1,11/20/2023,696
100002716,1,10/11/2023,433
100002717,5,11/7/2023,297
100002718,4,3/3/2023,608
100002719,5,9/18/2023,1076
100002720,1,10/21/2023,1488
100002721,1,2/19/2023,1908
100002722,5,6/10/2023,1251
100002723,5,7/22/2023,459
100002724,1,7/30/2023,660
100002725,5,9/22/2023,297
100002726,2,11/6/2023,262
100002727,4,3/6/2023,104
100002728,5,1/29/2023,740
100002729,4,12/28/2023,212
100002730,5,3/11/2023,381
100002731,3,4/22/2023,242
100002732,4,4/11/2023,428
100002733,2,8/4/2023,545
100002734,3,10/6/2023,378
100002735,4,9/4/2023,392
100002736,2,2/20/2023,236
100002737,2,2/23/2023,952
100002738,5,3/10/2023,498
100002739,4,3/6/2023,634
100002740,5,5/8/2023,2152
100002741,3,4/26/2023,517
100002742,1,4/15/2023,722
100002743,5,5/19/2023,504
100002744,1,8/26/2023,1700
100002745,2,1/31/2023,102
100002746,3,12/23/2023,1476
100002747,4,7/15/2023,276
100002748,5,12/24/2023,346
100002749,4,9/8/2023,280
100002750,4,4/3/2023,476
100002751,3,12/13/2023,187
100002752,5,7/3/2023,606
100002753,2,8/23/2023,550
100002754,2,5/15/2023,1080
100002755,4,6/17/2023,1119
100002756,2,2/5/2023,658
100002757,4,8/15/2023,1047
100002758,3,7/19/2023,1032
100002759,2,1/4/2023,361
100002760,4,7/16/2023,483
100002761,5,5/25/2023,1112
100002762,2,6/24/2023,2096
100002763,5,1/26/2023,584
100002764,1,2/20/2023,167
100002765,4,10/6/2023,222
100002766,2,9/13/2023,916
100002767,5,6/19/2023,436
100002768,4,8/5/2023,630
100002769,3,5/5/2023,1350
100002770,4,2/21/2023,516
100002771,4,10/11/2023,644
100002772,2,12/1/2023,866
100002773,1,3/20/2023,1275
100002774,1,12/13/2023,458
100002775,4,6/18/2023,904
100002776,5,2/22/2023,1347
100002777,4,6/2/2023,524
100002778,4,10/12/2023,1554
100002779,3,10/12/2023,808
100002780,5,4/11/2023,616
100002781,4,1/16/2023,1272
100002782,1,2/20/2023,1336
100002783,4,10/16/2023,1208
100002784,3,8/2/2023,1500
100002785,4,6/23/2023,334
100002786,5,1/2/2023,976
100002787,2,10/5/2023,1137
100002788,3,1/1/2024,144
100002789,4,5/9/2023,1521
100002790,2,10/6/2023,756
100002791,2,4/24/2023,546
100002792,2,1/23/2023,472
100002793,1,5/14/2023,272
100002794,1,11/25/2023,2132
100002795,3,6/26/2023,527
100002796,1,11/25/2023,1143
100002797,1,3/3/2023,1455
100002798,5,7/27/2023,161
100002799,1,6/17/2023,1398
100002800,4,10/19/2023,302
100002801,1,11/11/2023,602
100002802,3,3/6/2023,190
100002803,5,8/6/2023,1876
100002804,2,2/17/2023,1676
100002805,5,7/14/2023,530
100002806,3,8/18/2023,732
100002807,1,7/15/2023,616
100002808,4,10/6/2023,630
100002809,4,5/2/2023,1287
100002810,5,4/20/2023,330
100002811,1,11/17/2023,159
100002812,2,12/20/2023,1588
100002813,2,4/5/2023,368
100002814,4,4/12/2023,534
100002815,1,7/27/2023,1506
100002816,3,11/22/2023,730
100002817,2,9/28/2023,107
100002818,1,11/17/2023,1251
100002819,3,3/21/2023,1028
100002820,4,1/31/2023,1290
100002821,4,4/5/2023,1680
100002822,5,12/22/2023,249
100002823,4,4/1/2023,896
100002824,5,12/30/2023,958
100002825,2,7/12/2023,964
100002826,5,5/5/2023,946
100002827,5,3/29/2023,1956
100002828,3,4/10/2023,798
100002829,5,2/1/2023,171
100002830,1,10/30/2023,311
100002831,1,8/14/2023,464
100002832,4,8/6/2023,1296
100002833,2,8/26/2023,600
100002834,1,12/7/2023,1065
100002835,3,4/16/2023,1596
100002836,4,8/18/2023,193
100002837,1,6/11/2023,452
100002838,1,1/19/2023,1116
100002839,1,5/29/2023,1684
100002840,1,9/14/2023,626
100002841,3,4/21/2023,870
100002842,1,10/14/2023,990
100002843,5,11/2/2023,1506
100002844,4,2/19/2023,1600
100002845,4,7/25/2023,412
100002846,3,12/9/2023,1076
100002847,5,4/25/2023,688
100002848,5,12/13/2023,414
100002849,5,4/11/2023,479
100002850,4,5/5/2023,936
100002851,3,10/31/2023,218
100002852,5,4/26/2023,251
100002853,3,10/27/2023,304
100002854,5,3/14/2023,229
100002855,4,6/10/2023,1840
100002856,3,7/2/2023,2128
100002857,3,4/29/2023,289
100002858,1,7/26/2023,768
100002859,1,5/3/2023,1232
100002860,4,9/1/2023,916
100002861,2,12/22/2023,390
100002862,5,9/5/2023,390
100002863,5,4/1/2023,470
100002864,3,9/23/2023,422
100002865,4,9/30/2023,1452
100002866,2,11/12/2023,536
100002867,4,7/30/2023,178
100002868,4,11/21/2023,638
100002869,3,6/13/2023,954
100002870,4,1/5/2024,1920
100002871,4,2/22/2023,504
100002872,1,9/14/2023,692
100002873,4,3/31/2023,900
100002874,4,1/18/2023,354
100002875,4,11/19/2023,1296
100002876,2,10/25/2023,334
100002877,5,6/20/2023,552
100002878,1,11/16/2023,1704
100002879,5,7/14/2023,247
100002880,4,5/21/2023,224
100002881,2,11/3/2023,800
100002882,2,4/28/2023,339
100002883,5,2/15/2023,1392
100002884,2,10/11/2023,166
100002885,3,7/14/2023,948
100002886,4,7/13/2023,194
100002887,1,1/21/2023,540
100002888,5,9/6/2023,880
100002889,4,4/3/2023,916
100002890,5,11/18/2023,666
100002891,2,10/8/2023,329
100002892,2,9/7/2023,1900
100002893,1,5/28/2023,948
100002894,3,12/30/2023,351
100002895,3,11/10/2023,1254
100002896,2,8/5/2023,1632
100002897,5,6/18/2023,756
100002898,5,9/2/2023,792
100002899,1,7/17/2023,706
100002900,2,10/26/2023,492
100002901,4,4/12/2023,1512
100002902,2,3/23/2023,410
100002903,4,3/10/2023,428
100002904,2,2/18/2023,708
100002905,3,3/5/2023,1856
100002906,1,9/12/2023,1856
100002907,1,1/8/2023,2016
100002908,2,4/27/2023,184
100002909,1,4/18/2023,1644
100002910,4,8/12/2023,2172
100002911,1,9/17/2023,784
100002912,1,11/18/2023,152
100002913,4,8/1/2023,1324
100002914,5,9/28/2023,1836
100002915,2,4/26/2023,672
100002916,3,6/4/2023,410
100002917,1,7/5/2023,796
100002918,3,10/9/2023,1200
100002919,4,5/20/2023,834
100002920,2,11/24/2023,963
100002921,1,11/26/2023,540
100002922,5,4/8/2023,658
100002923,3,2/20/2023,1004
100002924,3,12/24/2023,969
100002925,2,6/25/2023,1756
100002926,4,1/19/2023,2192
100002927,5,8/4/2023,447
100002928,2,6/30/2023,1110
100002929,3,7/5/2023,652
100002930,4,2/2/2023,1532
100002931,4,2/11/2023,438
100002932,4,11/2/2023,187
100002933,1,12/12/2023,313
100002934,3,10/28/2023,170
100002935,1,2/25/2023,111
100002936,2,8/14/2023,730
100002937,4,11/11/2023,1992
100002938,1,6/19/2023,109
100002939,3,9/15/2023,324
100002940,5,10/27/2023,1800
100002941,5,3/21/2023,1308
100002942,3,3/23/2023,738
100002943,2,1/28/2023,1500
100002944,5,7/11/2023,662
100002945,2,9/10/2023,289
100002946,2,4/9/2023,478
100002947,1,8/19/2023,1038
100002948,2,7/10/2023,2016
100002949,1,12/20/2023,488
100002950,5,11/26/2023,2136
100002951,4,10/26/2023,324
100002952,3,1/16/2023,513
100002953,2,4/30/2023,1410
100002954,2,7/26/2023,522
100002955,4,5/2/2023,726
100002956,3,6/18/2023,932
100002957,5,5/4/2023,1032
100002958,1,1/3/2023,313
100002959,2,3/17/2023,1212
100002960,3,9/23/2023,336
100002961,5,1/20/2023,723
100002962,2,9/14/2023,159
100002963,5,11/15/2023,891
100002964,1,5/4/2023,1668
100002965,1,4/15/2023,372
100002966,2,5/25/2023,1146
100002967,4,11/7/2023,151
100002968,5,11/11/2023,764
100002969,3,10/12/2023,778
100002970,4,11/11/2023,426
100002971,2,10/16/2023,774
100002972,2,10/13/2023,870
100002973,1,5/18/2023,333
100002974,2,12/1/2023,187
100002975,2,1/27/2023,333
100002976,5,10/18/2023,660
100002977,2,6/26/2023,556
100002978,2,1/22/2023,564
100002979,1,9/12/2023,940
100002980,2,2/5/2023,143
100002981,4,5/17/2023,1684
100002982,3,9/6/2023,1216
100002983,1,7/21/2023,369
100002984,4,4/7/2023,579
100002985,3,7/25/2023,302
100002986,2,8/19/2023,1852
100002987,5,9/12/2023,603
100002988,5,8/10/2023,700
100002989,3,1/20/2023,310
100002990,3,4/6/2023,1101
100002991,3,8/18/2023,846
100002992,5,6/26/2023,1720
100002993,1,5/22/2023,486
100002994,1,9/4/2023,286
100002995,2,11/7/2023,1638
100002996,1,8/15/2023,368
100002997,2,6/24/2023,547
100002998,4,1/31/2023,894
100002999,5,3/17/2023,572
100003000,5,11/23/2023,318
100003001,3,8/17/2023,1050
100003002,3,7/17/2023,990
100003003,5,2/6/2023,418
100003004,1,5/8/2023,992
100003005,3,10/27/2023,848
100003006,5,2/17/2023,544
100003007,1,5/29/2023,522
100003008,2,4/5/2023,378
100003009,1,3/17/2023,2128
100003010,2,1/3/2024,276
100003011,5,7/10/2023,146
100003012,3,12/1/2023,1230
100003013,1,5/17/2023,483
100003014,4,2/14/2023,1696
100003015,4,4/7/2023,350
100003016,5,4/1/2023,1540
100003017,2,12/31/2023,1010
100003018,2,11/23/2023,680
100003019,4,8/31/2023,193
100003020,3,8/12/2023,558
100003021,2,5/24/2023,912
100003022,5,9/8/2023,1371
100003023,4,1/15/2023,752
100003024,4,3/17/2023,1152
100003025,3,5/8/2023,1509
100003026,5,6/17/2023,645
100003027,3,2/12/2023,1208
100003028,4,1/10/2023,214
100003029,5,11/18/2023,844
100003030,5,7/14/2023,447
100003031,1,3/7/2023,297
100003032,1,2/28/2023,1016
100003033,5,6/7/2023,451
100003034,4,8/23/2023,1170
100003035,3,4/5/2023,411
100003036,1,12/23/2023,217
100003037,1,8/1/2023,844
100003038,3,10/26/2023,652
100003039,3,11/26/2023,1072
100003040,5,5/31/2023,868
100003041,3,4/13/2023,378
100003042,2,4/27/2023,1532
100003043,4,12/22/2023,704
100003044,4,6/23/2023,420
100003045,3,2/5/2023,2048
100003046,5,5/10/2023,734
100003047,1,12/29/2023,132
100003048,1,12/3/2023,1275
100003049,5,10/13/2023,1204
100003050,5,7/2/2023,924
100003051,2,12/19/2023,696
100003052,1,9/26/2023,454
100003053,5,6/7/2023,343
100003054,1,2/15/2023,1392
100003055,2,7/24/2023,496
100003056,2,1/9/2023,464
