ReservationID,CusomterID,ReservationDate,EmployeeID,HotelID,CheckIn,CheckOut,NumGuests,IsBusinessTripFlag
100002167,1115,3/26/2023,10083,104,5/15/2023,5/16/2023,2,1
100002168,1108,8/18/2023,10081,108,9/9/2023,9/10/2023,5,0
100002169,1469,11/17/2023,10067,104,1/17/2024,1/20/2024,1,1
100002170,1295,5/10/2023,10005,104,7/6/2023,7/13/2023,5,1
100002171,1195,12/1/2023,10006,107,1/11/2024,1/19/2024,1,0
100002172,1170,6/4/2023,10032,104,8/31/2023,9/5/2023,3,1
100002173,1422,4/5/2023,10093,102,4/11/2023,4/14/2023,5,1
100002174,1252,4/9/2023,10024,109,6/25/2023,6/30/2023,5,1
100002175,1287,4/10/2023,10095,100,6/2/2023,6/5/2023,3,1
100002176,1079,7/11/2023,10043,104,7/13/2023,7/19/2023,1,1
100002177,1129,12/25/2023,10021,106,2/22/2024,2/25/2024,4,0
100002178,1324,7/2/2023,10092,107,9/5/2023,9/7/2023,2,0
100002179,1274,12/6/2023,10031,104,12/30/2023,1/4/2024,1,0
100002180,1256,5/15/2023,10085,103,7/28/2023,7/29/2023,5,0
100002181,1124,7/7/2023,10009,103,9/2/2023,9/3/2023,4,0
100002182,1427,3/12/2023,10062,102,4/3/2023,4/4/2023,3,0
100002183,1415,6/22/2023,10096,100,6/30/2023,7/4/2023,5,1
100002184,1304,5/29/2023,10009,101,8/20/2023,8/23/2023,1,1
100002185,1403,11/2/2023,10068,104,11/23/2023,11/28/2023,5,0
100002186,1077,1/2/2023,10022,101,3/19/2023,3/23/2023,6,0
100002187,1046,7/19/2023,10093,101,8/22/2023,8/24/2023,2,1
100002188,1343,4/20/2023,10074,103,7/5/2023,7/9/2023,1,0
100002189,1486,12/11/2023,10065,109,12/14/2023,12/23/2023,6,1
100002190,1223,6/18/2023,10076,108,8/26/2023,9/5/2023,6,1
100002191,1478,9/24/2023,10040,100,12/6/2023,12/16/2023,2,1
100002192,1343,2/19/2023,10071,102,3/25/2023,4/1/2023,5,0
100002193,1112,1/21/2023,10040,105,3/12/2023,3/16/2023,5,1
100002194,1359,7/22/2023,10033,108,9/25/2023,10/3/2023,4,0
100002195,1301,4/5/2023,10088,100,4/21/2023,4/30/2023,5,1
100002196,1174,12/12/2023,10091,108,1/7/2024,1/17/2024,2,0
100002197,1051,5/11/2023,10053,104,6/13/2023,6/23/2023,1,0
100002198,1416,11/3/2023,10062,103,1/12/2024,1/16/2024,1,1
100002199,1133,6/10/2023,10061,105,8/16/2023,8/22/2023,4,1
100002200,1118,1/22/2023,10050,100,4/16/2023,4/22/2023,5,0
100002201,1182,8/31/2023,10018,109,10/3/2023,10/10/2023,6,0
100002202,1107,2/15/2023,10060,109,3/21/2023,3/25/2023,1,0
100002203,1468,2/6/2023,10028,105,3/13/2023,3/16/2023,6,1
100002204,1130,3/3/2023,10084,105,3/9/2023,3/12/2023,3,0
100002205,1177,9/12/2023,10033,100,10/14/2023,10/17/2023,5,1
100002206,1445,6/13/2023,10017,102,8/25/2023,9/2/2023,2,1
100002207,1143,6/24/2023,10056,106,8/20/2023,8/27/2023,2,1
100002208,1454,9/29/2023,10082,100,11/9/2023,11/18/2023,4,0
100002209,1309,12/10/2023,10021,107,1/26/2024,2/2/2024,4,0
100002210,1093,9/28/2023,10015,103,11/17/2023,11/20/2023,5,0
100002211,1264,9/7/2023,10007,107,9/19/2023,9/22/2023,1,0
100002212,1097,2/8/2023,10032,102,2/28/2023,3/4/2023,4,1
100002213,1435,12/10/2023,10019,101,2/11/2024,2/18/2024,5,0
100002214,1027,12/8/2023,10098,101,1/19/2024,1/25/2024,4,1
100002215,1377,8/22/2023,10039,102,11/1/2023,11/3/2023,4,0
100002216,1488,4/17/2023,10003,104,7/13/2023,7/20/2023,3,0
100002217,1288,8/20/2023,10096,104,10/28/2023,10/29/2023,2,1
100002218,1447,10/7/2023,10033,108,12/19/2023,12/22/2023,4,1
100002219,1004,2/12/2023,10020,101,5/12/2023,5/14/2023,2,1
100002220,1284,2/16/2023,10022,109,5/1/2023,5/3/2023,4,0
100002221,1404,1/28/2023,10016,100,3/26/2023,4/1/2023,5,0
100002222,1264,12/4/2023,10006,100,1/8/2024,1/17/2024,5,1
100002223,1475,11/1/2023,10030,105,12/13/2023,12/23/2023,4,1
100002224,1460,2/22/2023,10064,109,3/3/2023,3/11/2023,6,1
100002225,1207,4/10/2023,10093,102,4/19/2023,4/22/2023,2,1
100002226,1042,3/17/2023,10025,105,4/6/2023,4/12/2023,5,1
100002227,1388,8/26/2023,10015,109,8/29/2023,9/3/2023,5,0
100002228,1242,3/3/2023,10016,109,4/3/2023,4/6/2023,5,0
100002229,1368,5/6/2023,10098,102,6/26/2023,7/5/2023,6,0
100002230,1293,2/22/2023,10002,109,4/24/2023,5/3/2023,3,1
100002231,1496,10/16/2023,10091,103,10/23/2023,11/2/2023,2,0
100002232,1277,12/31/2023,10020,107,3/2/2024,3/11/2024,3,0
100002233,1138,9/1/2023,10061,108,9/5/2023,9/12/2023,3,1
100002234,1310,12/11/2023,10067,105,1/4/2024,1/12/2024,5,0
100002235,1395,9/18/2023,10071,103,10/27/2023,10/28/2023,4,0
100002236,1427,1/31/2023,10016,108,5/1/2023,5/2/2023,2,0
100002237,1247,11/4/2023,10061,106,12/16/2023,12/22/2023,2,0
100002238,1294,10/6/2023,10085,100,10/30/2023,11/3/2023,1,1
100002239,1489,12/2/2023,10079,106,1/22/2024,1/31/2024,1,1
100002240,1070,12/6/2023,10078,108,12/24/2023,12/26/2023,2,1
100002241,1430,6/21/2023,10056,103,7/17/2023,7/23/2023,4,1
100002242,1079,2/26/2023,10017,104,4/25/2023,5/2/2023,1,0
100002243,1087,12/23/2023,10042,102,3/17/2024,3/18/2024,6,0
100002244,1249,6/1/2023,10085,104,7/3/2023,7/6/2023,1,1
100002245,1452,10/14/2023,10010,106,11/14/2023,11/21/2023,3,1
100002246,1460,2/14/2023,10035,107,3/19/2023,3/26/2023,3,1
100002247,1497,5/5/2023,10017,102,6/22/2023,7/2/2023,4,0
100002248,1256,3/29/2023,10067,101,4/5/2023,4/6/2023,4,1
100002249,1289,3/16/2023,10015,103,5/23/2023,5/28/2023,5,0
100002250,1049,6/9/2023,10034,107,8/27/2023,8/29/2023,3,0
100002251,1335,5/28/2023,10046,107,6/13/2023,6/20/2023,1,0
100002252,1153,8/17/2023,10055,108,11/1/2023,11/7/2023,5,1
100002253,1366,11/12/2023,10030,107,12/15/2023,12/21/2023,6,0
100002254,1216,3/30/2023,10003,104,5/28/2023,5/30/2023,5,1
100002255,1290,11/21/2023,10096,100,1/27/2024,2/2/2024,4,0
100002256,1369,9/5/2023,10018,104,10/25/2023,10/26/2023,5,0
100002257,1111,5/20/2023,10069,109,6/20/2023,6/30/2023,6,1
100002258,1364,2/1/2023,10093,105,2/20/2023,2/25/2023,3,1
100002259,1023,3/12/2023,10035,107,3/13/2023,3/16/2023,4,1
100002260,1170,9/24/2023,10007,107,12/3/2023,12/9/2023,5,0
100002261,1397,5/9/2023,10075,105,5/23/2023,6/2/2023,1,0
100002262,1065,12/4/2023,10030,103,1/30/2024,2/8/2024,6,1
100002263,1061,10/30/2023,10072,109,12/7/2023,12/9/2023,3,1
100002264,1384,2/19/2023,10093,104,3/22/2023,3/24/2023,3,1
100002265,1431,12/4/2023,10046,106,1/27/2024,2/6/2024,2,1
100002266,1290,12/14/2023,10011,106,2/23/2024,2/27/2024,6,0
100002267,1234,6/1/2023,10094,108,6/8/2023,6/11/2023,1,1
100002268,1341,9/7/2023,10018,103,10/1/2023,10/4/2023,5,0
100002269,1444,5/31/2023,10029,106,8/2/2023,8/3/2023,2,1
100002270,1054,6/8/2023,10052,108,7/13/2023,7/23/2023,1,0
100002271,1372,1/19/2023,10078,107,4/17/2023,4/20/2023,2,0
100002272,1456,4/22/2023,10015,106,4/26/2023,5/4/2023,3,1
100002273,1195,9/12/2023,10040,109,11/4/2023,11/6/2023,4,0
100002274,1244,5/25/2023,10064,100,7/6/2023,7/11/2023,1,0
100002275,1121,2/20/2023,10050,109,4/15/2023,4/21/2023,6,0
100002276,1154,2/12/2023,10052,107,2/21/2023,2/22/2023,3,1
100002277,1118,2/11/2023,10040,103,3/24/2023,3/27/2023,6,1
100002278,1102,9/23/2023,10062,105,12/3/2023,12/9/2023,6,0
100002279,1253,9/11/2023,10062,109,10/19/2023,10/21/2023,4,0
100002280,1463,6/28/2023,10064,104,9/19/2023,9/26/2023,6,0
100002281,1385,1/21/2023,10054,100,3/31/2023,4/5/2023,1,1
100002282,1095,2/12/2023,10029,107,4/8/2023,4/10/2023,6,0
100002283,1369,12/4/2023,10009,107,12/5/2023,12/15/2023,6,1
100002284,1039,11/9/2023,10031,101,1/24/2024,2/1/2024,2,0
100002285,1226,1/25/2023,10025,103,4/1/2023,4/8/2023,5,0
100002286,1463,7/9/2023,10071,100,7/10/2023,7/20/2023,4,0
100002287,1115,6/22/2023,10050,107,6/29/2023,7/2/2023,4,1
100002288,1447,1/20/2023,10072,102,3/2/2023,3/8/2023,1,0
100002289,1209,2/22/2023,10043,100,4/21/2023,4/28/2023,3,1
100002290,1414,2/24/2023,10067,109,5/24/2023,5/30/2023,3,1
100002291,1317,11/16/2023,10053,103,12/20/2023,12/28/2023,1,0
100002292,1484,9/17/2023,10051,109,11/29/2023,12/2/2023,4,1
100002293,1181,2/10/2023,10015,103,2/27/2023,3/4/2023,6,1
100002294,1440,4/23/2023,10029,105,6/5/2023,6/10/2023,2,0
100002295,1117,6/3/2023,10072,106,8/19/2023,8/23/2023,1,0
100002296,1358,12/9/2023,10034,100,2/2/2024,2/12/2024,3,0
100002297,1422,6/12/2023,10097,109,7/7/2023,7/17/2023,5,1
100002298,1458,2/2/2023,10014,100,3/11/2023,3/15/2023,2,0
100002299,1047,5/7/2023,10015,108,6/7/2023,6/11/2023,6,1
100002300,1004,10/23/2023,10069,106,12/24/2023,1/3/2024,4,0
100002301,1360,10/23/2023,10092,105,12/26/2023,12/27/2023,5,1
100002302,1089,11/14/2023,10086,108,12/31/2023,1/9/2024,2,0
100002303,1091,5/11/2023,10009,102,7/11/2023,7/18/2023,5,0
100002304,1152,7/17/2023,10050,102,7/22/2023,7/26/2023,1,0
100002305,1496,9/2/2023,10071,107,9/8/2023,9/9/2023,2,1
100002306,1030,3/27/2023,10087,104,5/9/2023,5/17/2023,3,1
100002307,1376,5/19/2023,10055,100,6/16/2023,6/19/2023,2,0
100002308,1297,5/22/2023,10057,106,7/31/2023,8/1/2023,4,1
100002309,1464,1/23/2023,10041,101,4/12/2023,4/19/2023,2,1
100002310,1013,12/18/2023,10004,104,3/1/2024,3/5/2024,3,0
100002311,1270,3/6/2023,10065,106,3/30/2023,4/1/2023,6,0
100002312,1432,9/23/2023,10024,104,10/22/2023,10/24/2023,5,1
100002313,1194,9/21/2023,10059,108,10/8/2023,10/14/2023,6,0
100002314,1448,4/7/2023,10097,102,5/13/2023,5/15/2023,4,1
100002315,1434,10/7/2023,10006,107,11/27/2023,11/28/2023,2,1
100002316,1231,6/18/2023,10034,106,8/4/2023,8/12/2023,2,1
100002317,1250,4/16/2023,10021,106,5/10/2023,5/13/2023,4,1
100002318,1093,1/4/2023,10063,105,3/28/2023,3/29/2023,5,1
100002319,1043,7/12/2023,10010,109,9/25/2023,10/4/2023,3,1
100002320,1052,1/30/2023,10053,105,3/23/2023,3/29/2023,6,0
100002321,1448,7/6/2023,10039,107,9/1/2023,9/3/2023,2,1
100002322,1423,1/2/2023,10058,101,3/19/2023,3/24/2023,3,1
100002323,1018,9/16/2023,10097,108,10/19/2023,10/28/2023,4,1
100002324,1073,12/12/2023,10045,101,1/28/2024,2/6/2024,3,1
100002325,1424,12/2/2023,10022,103,12/12/2023,12/16/2023,5,1
100002326,1025,5/18/2023,10000,108,7/14/2023,7/17/2023,1,1
100002327,1463,4/7/2023,10022,101,4/17/2023,4/23/2023,1,1
100002328,1365,12/16/2023,10040,103,1/28/2024,2/4/2024,4,1
100002329,1223,1/21/2023,10036,104,2/28/2023,3/6/2023,1,1
100002330,1342,7/11/2023,10037,106,8/2/2023,8/7/2023,4,1
100002331,1054,6/14/2023,10015,103,6/15/2023,6/20/2023,1,1
100002332,1186,6/27/2023,10001,102,8/23/2023,8/25/2023,6,0
100002333,1053,9/15/2023,10063,103,11/13/2023,11/23/2023,6,0
100002334,1446,4/23/2023,10080,107,6/27/2023,7/2/2023,3,0
100002335,1371,3/19/2023,10078,107,5/3/2023,5/4/2023,6,1
100002336,1100,12/25/2023,10095,108,3/3/2024,3/10/2024,5,0
100002337,1175,12/5/2023,10045,100,1/5/2024,1/13/2024,3,0
100002338,1414,5/21/2023,10004,107,7/13/2023,7/19/2023,6,1
100002339,1060,11/18/2023,10069,100,1/25/2024,1/31/2024,5,0
100002340,1186,6/17/2023,10088,106,9/9/2023,9/14/2023,4,1
100002341,1224,4/15/2023,10046,109,4/23/2023,4/29/2023,2,0
100002342,1068,5/29/2023,10028,101,6/3/2023,6/5/2023,1,1
100002343,1202,4/26/2023,10099,100,5/13/2023,5/19/2023,1,0
100002344,1324,8/15/2023,10034,108,8/20/2023,8/23/2023,3,1
100002345,1112,7/22/2023,10088,101,8/2/2023,8/12/2023,3,0
100002346,1477,12/5/2023,10079,100,12/11/2023,12/13/2023,4,0
100002347,1181,12/26/2023,10087,105,3/21/2024,3/22/2024,4,1
100002348,1175,2/11/2023,10099,103,3/7/2023,3/8/2023,1,0
100002349,1124,12/1/2023,10055,106,2/28/2024,3/9/2024,5,1
100002350,1196,3/31/2023,10066,107,4/7/2023,4/14/2023,2,1
100002351,1286,1/15/2023,10020,108,1/16/2023,1/22/2023,2,1
100002352,1048,4/16/2023,10033,102,5/11/2023,5/19/2023,3,1
100002353,1165,8/14/2023,10062,107,8/30/2023,9/5/2023,3,1
100002354,1485,11/29/2023,10006,100,1/29/2024,2/8/2024,1,0
100002355,1082,2/18/2023,10024,100,4/10/2023,4/18/2023,2,1
100002356,1330,2/7/2023,10065,101,2/22/2023,2/26/2023,1,0
100002357,1464,1/25/2023,10080,101,2/16/2023,2/19/2023,1,0
100002358,1067,8/27/2023,10073,101,10/17/2023,10/24/2023,3,0
100002359,1020,3/21/2023,10006,104,3/26/2023,4/1/2023,2,0
100002360,1311,12/17/2023,10077,108,1/21/2024,1/30/2024,3,1
100002361,1081,11/26/2023,10084,106,2/21/2024,3/2/2024,5,1
100002362,1170,3/18/2023,10016,103,4/11/2023,4/15/2023,5,1
100002363,1190,6/12/2023,10059,102,7/3/2023,7/8/2023,6,0
100002364,1098,9/17/2023,10005,100,10/15/2023,10/21/2023,2,1
100002365,1057,4/25/2023,10098,107,6/5/2023,6/7/2023,3,0
100002366,1467,2/3/2023,10003,108,4/22/2023,4/26/2023,2,1
100002367,1076,4/6/2023,10030,109,6/26/2023,6/28/2023,2,1
100002368,1033,2/22/2023,10091,108,5/20/2023,5/23/2023,3,1
100002369,1176,6/22/2023,10025,106,9/16/2023,9/26/2023,1,0
100002370,1142,6/17/2023,10093,101,6/27/2023,7/2/2023,3,1
100002371,1240,1/28/2023,10069,101,3/4/2023,3/9/2023,2,0
100002372,1384,5/22/2023,10088,108,7/3/2023,7/9/2023,1,0
100002373,1135,4/8/2023,10097,109,4/23/2023,5/3/2023,4,0
100002374,1271,2/11/2023,10076,109,4/18/2023,4/24/2023,5,1
100002375,1178,12/27/2023,10015,108,1/25/2024,1/31/2024,2,0
100002376,1426,9/28/2023,10073,103,12/23/2023,12/25/2023,4,0
100002377,1003,12/5/2023,10000,104,1/28/2024,2/3/2024,3,1
100002378,1001,2/28/2023,10076,107,5/15/2023,5/25/2023,6,1
100002379,1307,7/8/2023,10047,106,9/1/2023,9/6/2023,6,1
100002380,1146,6/25/2023,10057,109,8/12/2023,8/14/2023,4,0
100002381,1121,7/6/2023,10039,104,9/8/2023,9/18/2023,6,0
100002382,1194,9/6/2023,10021,104,12/4/2023,12/9/2023,4,1
100002383,1447,11/18/2023,10088,101,12/13/2023,12/18/2023,2,0
100002384,1369,6/29/2023,10033,107,8/30/2023,8/31/2023,5,0
100002385,1050,9/13/2023,10080,103,11/25/2023,11/29/2023,2,1
100002386,1201,11/22/2023,10059,100,2/6/2024,2/14/2024,3,1
100002387,1100,5/31/2023,10084,108,7/24/2023,7/25/2023,1,0
100002388,1252,2/22/2023,10014,107,3/18/2023,3/26/2023,2,1
100002389,1207,6/2/2023,10059,103,8/31/2023,9/9/2023,4,1
100002390,1217,12/14/2023,10026,103,12/25/2023,12/30/2023,4,0
100002391,1098,5/15/2023,10080,103,8/12/2023,8/21/2023,1,1
100002392,1028,6/19/2023,10021,106,9/17/2023,9/23/2023,2,1
100002393,1381,5/14/2023,10010,105,6/4/2023,6/12/2023,6,1
100002394,1209,4/4/2023,10063,101,4/21/2023,4/27/2023,3,1
100002395,1103,8/9/2023,10000,104,10/17/2023,10/26/2023,2,1
100002396,1028,3/5/2023,10075,104,3/13/2023,3/20/2023,3,1
100002397,1027,5/13/2023,10098,100,5/25/2023,5/26/2023,3,0
100002398,1196,4/18/2023,10092,109,6/6/2023,6/8/2023,4,1
100002399,1162,2/6/2023,10081,104,2/21/2023,2/25/2023,3,0
100002400,1403,6/19/2023,10051,104,6/23/2023,6/28/2023,1,0
100002401,1288,7/27/2023,10038,100,10/7/2023,10/17/2023,2,0
100002402,1056,3/29/2023,10008,104,5/19/2023,5/23/2023,2,1
100002403,1359,6/3/2023,10026,105,7/6/2023,7/13/2023,5,1
100002404,1473,8/15/2023,10098,109,8/24/2023,9/3/2023,3,0
100002405,1393,7/24/2023,10085,100,9/1/2023,9/10/2023,5,0
100002406,1337,3/17/2023,10090,101,4/29/2023,5/3/2023,4,1
100002407,1112,1/27/2023,10049,100,3/28/2023,4/2/2023,2,0
100002408,1440,4/29/2023,10067,102,7/7/2023,7/16/2023,6,1
100002409,1270,4/8/2023,10006,109,6/2/2023,6/11/2023,5,1
100002410,1227,4/29/2023,10043,100,7/1/2023,7/2/2023,1,1
100002411,1383,7/19/2023,10006,102,8/31/2023,9/6/2023,4,0
100002412,1127,7/16/2023,10014,106,8/29/2023,9/6/2023,6,1
100002413,1317,8/4/2023,10026,100,9/22/2023,9/28/2023,6,0
100002414,1466,8/2/2023,10028,103,8/12/2023,8/22/2023,6,0
100002415,1389,9/27/2023,10063,101,10/17/2023,10/20/2023,4,0
100002416,1337,2/7/2023,10078,107,5/6/2023,5/7/2023,6,0
100002417,1403,4/18/2023,10000,107,6/12/2023,6/19/2023,5,1
100002418,1336,4/24/2023,10019,100,6/4/2023,6/13/2023,2,0
100002419,1067,11/17/2023,10014,100,11/25/2023,12/1/2023,5,0
100002420,1328,10/9/2023,10038,102,11/3/2023,11/5/2023,4,0
100002421,1052,4/8/2023,10079,109,5/14/2023,5/22/2023,6,0
100002422,1073,12/15/2023,10078,101,12/21/2023,12/27/2023,4,1
100002423,1341,8/2/2023,10017,104,9/8/2023,9/9/2023,5,0
100002424,1114,1/24/2023,10049,108,1/25/2023,2/4/2023,5,0
100002425,1111,10/3/2023,10078,104,11/13/2023,11/19/2023,2,1
100002426,1089,8/20/2023,10055,109,11/17/2023,11/20/2023,5,1
100002427,1206,10/27/2023,10006,109,12/15/2023,12/22/2023,1,0
100002428,1352,9/16/2023,10006,103,9/18/2023,9/20/2023,4,1
100002429,1447,4/8/2023,10006,108,6/30/2023,7/2/2023,6,1
100002430,1377,9/17/2023,10090,101,10/18/2023,10/20/2023,6,0
100002431,1491,6/24/2023,10009,101,7/8/2023,7/17/2023,3,1
100002432,1147,12/4/2023,10056,104,12/10/2023,12/19/2023,6,1
100002433,1075,5/31/2023,10075,108,7/5/2023,7/9/2023,3,1
100002434,1375,1/26/2023,10061,100,2/9/2023,2/13/2023,1,1
100002435,1069,6/6/2023,10044,104,7/24/2023,7/25/2023,2,1
100002436,1297,6/17/2023,10053,107,8/2/2023,8/7/2023,6,0
100002437,1481,3/27/2023,10023,109,6/1/2023,6/7/2023,5,0
100002438,1224,3/12/2023,10008,101,3/27/2023,4/4/2023,1,1
100002439,1396,3/9/2023,10024,101,3/12/2023,3/19/2023,3,1
100002440,1082,4/1/2023,10099,105,4/11/2023,4/20/2023,3,0
100002441,1403,2/15/2023,10082,108,5/16/2023,5/21/2023,6,1
100002442,1168,11/12/2023,10033,104,12/10/2023,12/12/2023,6,1
100002443,1327,10/24/2023,10080,106,11/23/2023,11/26/2023,5,1
100002444,1385,9/7/2023,10093,100,11/26/2023,12/3/2023,2,0
100002445,1480,4/1/2023,10067,104,6/13/2023,6/23/2023,1,0
100002446,1318,7/6/2023,10028,102,8/13/2023,8/21/2023,3,0
100002447,1146,8/20/2023,10054,101,9/12/2023,9/19/2023,5,1
100002448,1275,11/12/2023,10019,108,11/29/2023,12/3/2023,1,0
100002449,1438,9/21/2023,10008,107,9/26/2023,10/6/2023,4,0
100002450,1484,7/9/2023,10026,108,9/25/2023,10/5/2023,1,0
100002451,1312,9/24/2023,10052,102,10/20/2023,10/30/2023,3,0
100002452,1434,5/15/2023,10048,105,7/23/2023,8/2/2023,3,1
100002453,1204,8/1/2023,10051,101,8/4/2023,8/7/2023,2,1
100002454,1085,12/17/2023,10088,107,3/14/2024,3/20/2024,1,0
100002455,1494,5/3/2023,10021,107,5/19/2023,5/21/2023,3,0
100002456,1028,3/31/2023,10014,100,6/1/2023,6/2/2023,6,1
100002457,1195,12/2/2023,10039,107,12/15/2023,12/17/2023,4,1
100002458,1466,5/15/2023,10090,104,7/12/2023,7/19/2023,4,0
100002459,1294,4/8/2023,10080,109,4/11/2023,4/15/2023,4,1
100002460,1117,11/9/2023,10040,102,12/16/2023,12/24/2023,4,1
100002461,1015,9/15/2023,10085,101,12/2/2023,12/6/2023,2,1
100002462,1078,2/28/2023,10031,100,3/31/2023,4/2/2023,5,0
100002463,1390,2/22/2023,10090,103,3/27/2023,4/3/2023,4,0
100002464,1067,12/11/2023,10019,101,12/14/2023,12/15/2023,4,1
100002465,1060,5/22/2023,10059,108,7/11/2023,7/16/2023,2,0
100002466,1098,11/11/2023,10050,107,12/25/2023,12/29/2023,1,0
100002467,1347,2/25/2023,10014,103,3/24/2023,3/27/2023,4,1
100002468,1447,3/23/2023,10036,106,5/23/2023,6/1/2023,4,1
100002469,1483,4/3/2023,10079,101,4/10/2023,4/19/2023,2,0
100002470,1193,11/25/2023,10008,106,1/13/2024,1/21/2024,5,1
100002471,1265,2/13/2023,10047,103,4/10/2023,4/14/2023,5,1
100002472,1208,3/26/2023,10073,105,5/3/2023,5/11/2023,1,0
100002473,1247,10/16/2023,10010,100,12/3/2023,12/4/2023,1,0
100002474,1282,12/13/2023,10030,100,12/21/2023,12/22/2023,2,1
100002475,1384,9/28/2023,10063,108,12/13/2023,12/14/2023,4,0
100002476,1187,5/29/2023,10087,106,6/23/2023,7/1/2023,2,0
100002477,1101,10/13/2023,10026,109,10/20/2023,10/27/2023,2,1
100002478,1199,1/19/2023,10043,106,3/18/2023,3/26/2023,2,0
100002479,1340,10/6/2023,10004,109,12/16/2023,12/22/2023,4,1
100002480,1261,4/6/2023,10019,101,5/1/2023,5/10/2023,2,0
100002481,1098,8/25/2023,10010,102,10/21/2023,10/27/2023,4,1
100002482,1097,1/8/2023,10076,108,1/22/2023,1/23/2023,3,0
100002483,1344,7/25/2023,10039,106,10/21/2023,10/22/2023,5,0
100002484,1131,6/2/2023,10022,103,6/28/2023,7/3/2023,6,1
100002485,1057,1/20/2023,10006,100,2/5/2023,2/10/2023,4,1
100002486,1131,11/21/2023,10034,104,2/13/2024,2/20/2024,6,0
100002487,1332,6/13/2023,10016,105,6/20/2023,6/22/2023,4,0
100002488,1005,6/1/2023,10048,103,6/3/2023,6/6/2023,6,0
100002489,1049,11/2/2023,10086,101,11/20/2023,11/29/2023,2,1
100002490,1302,3/16/2023,10052,102,5/15/2023,5/16/2023,2,0
100002491,1321,2/24/2023,10024,106,5/18/2023,5/24/2023,4,0
100002492,1300,8/25/2023,10068,105,10/7/2023,10/8/2023,4,0
100002493,1203,5/3/2023,10075,105,5/25/2023,5/27/2023,2,0
100002494,1152,3/27/2023,10050,101,4/29/2023,5/2/2023,4,0
100002495,1240,8/16/2023,10051,106,11/11/2023,11/21/2023,6,0
100002496,1036,5/8/2023,10048,101,7/25/2023,8/3/2023,2,1
100002497,1183,2/17/2023,10073,103,3/11/2023,3/21/2023,1,0
100002498,1012,6/21/2023,10021,108,7/21/2023,7/30/2023,1,1
100002499,1149,8/7/2023,10087,101,9/27/2023,10/1/2023,6,1
100002500,1118,8/9/2023,10063,107,8/20/2023,8/26/2023,4,1
100002501,1421,3/19/2023,10049,105,4/30/2023,5/2/2023,6,1
100002502,1072,8/23/2023,10017,106,10/14/2023,10/16/2023,2,1
100002503,1494,12/28/2023,10084,103,1/2/2024,1/7/2024,2,0
100002504,1256,9/22/2023,10010,100,10/20/2023,10/25/2023,4,0
100002505,1370,8/5/2023,10079,104,10/4/2023,10/8/2023,1,0
100002506,1192,7/26/2023,10026,101,10/5/2023,10/15/2023,6,1
100002507,1206,4/29/2023,10052,107,7/4/2023,7/12/2023,4,0
100002508,1314,6/17/2023,10000,103,7/5/2023,7/10/2023,6,0
100002509,1381,3/25/2023,10036,102,5/10/2023,5/15/2023,4,1
100002510,1458,9/22/2023,10032,105,12/11/2023,12/15/2023,3,0
100002511,1424,5/26/2023,10001,102,7/5/2023,7/12/2023,2,1
100002512,1338,3/25/2023,10003,101,5/4/2023,5/5/2023,2,0
100002513,1319,6/13/2023,10004,101,7/25/2023,8/4/2023,1,1
100002514,1310,10/20/2023,10093,104,11/4/2023,11/7/2023,5,1
100002515,1458,3/13/2023,10001,106,6/4/2023,6/10/2023,6,1
100002516,1176,6/2/2023,10085,108,6/8/2023,6/18/2023,3,0
100002517,1207,6/22/2023,10072,106,7/17/2023,7/24/2023,5,0
100002518,1392,6/23/2023,10058,103,8/30/2023,9/2/2023,4,0
100002519,1120,6/12/2023,10013,107,8/31/2023,9/4/2023,2,0
100002520,1357,6/3/2023,10088,103,8/21/2023,8/31/2023,2,1
100002521,1280,1/24/2023,10093,106,3/7/2023,3/12/2023,1,0
100002522,1156,8/15/2023,10029,108,8/22/2023,8/31/2023,3,0
100002523,1071,4/16/2023,10027,103,7/13/2023,7/18/2023,3,0
100002524,1249,7/21/2023,10019,109,9/21/2023,9/25/2023,2,0
100002525,1074,8/9/2023,10084,100,9/16/2023,9/21/2023,6,1
100002526,1246,6/23/2023,10063,103,9/15/2023,9/23/2023,1,0
100002527,1161,7/3/2023,10022,106,7/26/2023,8/1/2023,4,1
100002528,1336,12/5/2023,10057,108,2/27/2024,3/4/2024,2,0
100002529,1301,12/18/2023,10030,104,3/7/2024,3/8/2024,5,1
100002530,1169,2/15/2023,10032,107,3/26/2023,3/28/2023,3,0
100002531,1015,4/3/2023,10088,103,6/26/2023,6/30/2023,3,0
100002532,1278,3/19/2023,10009,103,4/11/2023,4/17/2023,2,0
100002533,1152,12/17/2023,10069,100,1/30/2024,2/8/2024,1,1
100002534,1326,7/22/2023,10061,105,9/16/2023,9/22/2023,2,0
100002535,1000,2/23/2023,10039,105,4/24/2023,4/26/2023,6,1
100002536,1396,8/21/2023,10021,106,10/29/2023,11/4/2023,2,1
100002537,1002,4/7/2023,10082,102,5/27/2023,6/4/2023,2,1
100002538,1280,8/31/2023,10097,102,11/19/2023,11/25/2023,6,0
100002539,1004,8/6/2023,10039,108,8/8/2023,8/17/2023,1,0
100002540,1466,5/17/2023,10091,108,8/14/2023,8/17/2023,5,0
100002541,1259,10/30/2023,10074,102,11/24/2023,11/27/2023,6,1
100002542,1313,2/27/2023,10043,107,5/7/2023,5/9/2023,4,1
